Id,Label,Lat,Lng,Country,airportID,Mass,Dist2Air
n942,Preston England United Kingdom,53.7579612732,-2.7057299614,United Kingdom,514,2335.0,13.220140865590468
n519,Limerick Munster Ireland,52.6646995544,-8.6230602264,Ireland,603,2027.0,12.898446124870183
n589,Grand Forks ND United States,47.924079895,-97.0320281982,United States,3442,2333.0,6.8922550312638995
n1649,Siegen NW Germany,50.8670005798,7.9868102074,Germany,344,1285.0,36.8051901862998
n1333,Tbilisi  Georgia,41.7256507874,44.7930488586,Rep of Georgia,3973,2229.0,9.208121709866738
n1047,Olomouc Olomouc Czech Republic,49.5615005493,17.2605991364,Czech Republic,1588,2503.0,38.11114860613924
n461,Pretoria Gauteng South Africa,-25.7666301727,28.197309494,South Africa,813,7926.0,25.915625201891533
n587,Saskatoon SK Canada,52.1072998047,-106.635002136,Canada,166,9994.0,5.176865479863084
n381,Norwalk CT United States,41.113658905,-73.4076538086,United States,4006,1108.0,28.99807277841955
n174,Morelia CHIS Mexico,16.3092002869,-91.8675994873,Mexico,1846,1.0,78.72786820257649
n486,Ribeirão Preto SP Brazil,-21.176990509,-47.807800293,Brazil,2613,5843.0,3.6666070037286
n662,Medellin Antioquia Colombia,6.2457900047,-75.5745925903,Colombia,2729,1959.0,2.093270926836794
n376,Sassari Sard. Italy,40.7262992859,8.5579900742,Italy,1517,2418.0,15.438857340145466
n779,Kiruna  Sweden,67.8337020874,20.281999588,Sweden,715,175.0,50.459829842569434
n1014,Ningbo Zhejiang China,29.8656902313,121.539161682,China,3387,1469.0,5.356925247405172
n872,Palermo Sic. Italy,38.117099762,13.3528995514,Italy,1512,7458.0,14.798869970729466
n710,Tenerife Canary Islands Spain,28.268611908,-16.605556488,Spain,1056,2679.0,15.616071240971447
n36,Shreveport LA United States,32.5146102905,-93.7472686768,United States,3609,3499.0,6.550002769916765
n405,Dar es Salaam Dar es Salaam Tanzania,-6.7831997871,39.2676696777,Tanzania,1177,841.0,7.931550095489637
n959,Xiamen Fujian China,24.4596405029,118.089538574,China,3383,4800.0,6.306098668931089
n628,Marshfield WI United States,44.6666793823,-90.173828125,United States,4045,716.0,26.898218670486308
n504,Liège Walloon Region Belgium,50.6223983765,5.5899600983,Belgium,309,8249.0,6.51406690040128
n1051,Kumasi Ashanti Ghana,6.697450161,-1.6298400164,Ghana,5556,303.0,2.9267962999725445
n658,Orono ME United States,44.8858795166,-68.6739883423,United States,3463,2983.0,9.2943194992394
n861,Wollongong NSW Australia,-34.4199981689,150.897003174,Australia,3361,4515.0,36.4481161171809
n470,Portland ME United States,43.6591415405,-70.256652832,United States,3862,2021.0,2.7795004942472885
n353,Rostock MV Germany,54.0790596008,12.1321601868,Germany,772,6626.0,12.601839289814917
n1256,Ålborg North Jutland Denmark,57.012348175,9.9256601334,Denmark,628,3306.0,6.256979140507687
n867,Fresno CA United States,36.7406806946,-119.785728455,United States,3687,1395.0,4.474007447341216
n600,Decorah IA United States,43.3037109375,-91.7909317017,United States,4044,145.0,47.89914511038601
n685,Ensenada BCN Mexico,31.8654499054,-116.593429565,Mexico,1847,1194.0,51.61297410288836
n625, Sofia City Bulgaria,42.6781921387,23.3990440369,Bulgaria,1194,11119.0,1.2290989539652353
n790,Hobart TAS Australia,-42.8811988831,147.332000732,Australia,3336,4983.0,9.551184269875462
n812,Parma Em.Rom. Italy,44.7831993103,10.3367004395,Italy,1531,5946.0,3.4705644182136184
n1129,Montevideo Montevideo Uruguay,-34.8741912842,-56.1629219055,Uruguay,2816,3007.0,7.887498926124775
n780,Dorking England United Kingdom,51.224899292,-0.3350600004,United Kingdom,507,4344.0,18.2836704073583
n824,Karāchi Sindh Pakistan,24.9267101288,67.0343704224,Pakistan,2206,3377.0,8.043346341209034
n406,Wilmington NC United States,34.2349700928,-77.9459915161,United States,3845,1540.0,3.494856717079016
n443,Colorado Springs CO United States,38.8334312439,-104.821807861,United States,3819,2403.0,6.788832822120697
n921,Galway County Galway Ireland,53.2687988281,-9.0701398849,Ireland,603,3191.0,39.62535555019076
n1050,Accra  Ghana,5.5810699463,-0.1989700049,Ghana,248,381.0,2.77011691234885
n852,Řež Central Bohemia Czech Republic,50.1724090576,14.356300354,Czech Republic,1587,32065.0,6.530030078201722
n754,Salamanca Castilla and Leon Spain,40.9496002197,-5.6692700386,Spain,1238,4840.0,8.73090289018847
n448,Pelotas RS Brazil,-31.7632293701,-52.3414115906,Brazil,2603,1244.0,3.2036326375359874
n154,Lahore Punjab Pakistan,31.5394496918,74.3034820557,Pakistan,2207,1886.0,6.023673176672892
n265,Brownsville TX USA,25.8995704651,-97.4954986572,United States,1818,277.0,9.149139023627994
n736,Pune Maharashtra India,18.5041904449,73.8530883789,India,3017,8271.0,6.929561601417386
n590,Chungli  Taiwan,24.9626102448,121.219261169,Taiwan,2276,8873.0,7.9988765811370905
n837,St John NF Canada,47.573631,-52.73401,Canada,189,1338.0,3.21798316268504
n1418,Pamplona Chartered Community of Navarre Spain,42.8148002625,-1.6664400101,Spain,1234,5477.0,3.256273774641595
n1381,Bergamo Lomb. Italy,45.6911010742,9.6902799606,Italy,1525,1816.0,1.365065074873871
n1646,Debrecen Hajdú-Bihar Hungary,47.5989990234,21.5759506226,Hungary,1490,4592.0,7.824198722992852
n789,Merida Merida Venezuela,8.5975198746,-71.144859314,Venezuela,6072,1323.0,36.11229528647606
n496,Dhaka Dhaka Bangladesh,23.7132301331,90.3995666504,Bangladesh,3076,2598.0,8.989516035773462
n403,Vigo  Spain,42.2304000854,-8.7087402344,Spain,1250,4016.0,4.194209963187374
n326,Braga Braga Portugal,41.5491981506,-8.4231996536,Portugal,1636,2329.0,24.737385004234362
n329,Canterbury England United Kingdom,51.2697982788,1.0615099669,United Kingdom,508,4536.0,26.129838240443455
n408,Hohhot Inner Mongolia China,40.8317298889,111.661102295,China,6345,717.0,8.627670628506035
n691,Salerno Camp. Italy,40.673500061,14.7803001404,Italy,1561,3302.0,29.520957527183327
n570, SLP Mexico,22.5820846558,-100.419288635,Mexico,1842,1.0,39.75141754486533
n550,Minsk Minsk Belarus,53.8832015991,27.5042991638,Byelarus,2954,6721.0,21.438577668041884
n1069,La Plata Buenos Aires Argentina,-34.9201011658,-57.9193992615,Argentina,3988,5837.0,35.59034649771037
n523,Szeged Csongrád Hungary,46.2609596252,20.205280304,Hungary,1647,5345.0,50.851443242013985
n163,Oviedo Principality of Asturias Spain,43.3704986572,-5.859389782,Spain,1214,5981.0,15.973042209747357
n729,Onsala  Sweden,57.4141616821,12.0221300125,Sweden,687,159.0,19.65951455839633
n588,La Serena Coquimbo Chile,-29.9057998657,-71.2674026489,Chile,2662,515.0,4.128599469585091
n539,Midland MI United States,43.6170806885,-84.2450637817,United States,4128,877.0,10.117804982269867
n544,Jammu Jammu and Kashmir (state) India,32.8191108704,74.9266967773,India,3100,900.0,10.371117809274093
n866,Nanning Guangxi Zhuang China,22.811750412,108.329589844,China,3373,1191.0,17.261456522213848
n341,Durban Kwazulu Natal South Africa,-29.8491802216,30.9873199463,South Africa,843,3690.0,37.92255202046421
n701,Diepenbeek Flemish Region Belgium,50.9052009583,5.4200701714,Belgium,582,1408.0,15.257651408651254
n753,Peoria IL United States,40.6921386719,-89.5877609253,United States,4046,2560.0,5.854963178889185
n351,Tromsø Troms Norway,69.6832962036,19.073299408,Norway,663,4304.0,3.703378006381824
n1123,Greater Sudbury ON Canada,46.4895896912,-80.9901123047,Canada,133,1442.0,13.040580234206388
n1727,Sherbrooke QC Canada,45.4021987915,-71.9470977783,Canada,146,578.0,87.0875307919576
n1167,Vermillion SD United States,42.7866592407,-96.9280319214,United States,3753,917.0,38.32323914720826
n945,Bismarck IL United States,40.2650489807,-87.6092071533,United States,4049,15.0,38.612183449500186
n1404,Bielefeld NW Germany,52.0018997192,8.5929098129,Germany,371,5160.0,26.81249348708424
n563,Santiago de Compostela Galicia Spain,42.8790016174,-8.5265703201,Spain,1243,7305.0,5.766267138394703
n438,Caracas Miranda Venezuela,10.4953699112,-66.8488769531,Venezuela,2851,4893.0,12.167877089615194
n802,Eggenstein-Leopoldshafen BW Germany,49.0993309021,8.3922996521,Germany,4166,11786.0,26.25155605640638
n630,Normal IL United States,40.5108184814,-88.994140625,United States,4037,2671.0,4.723909347500434
n653,Chiai  Taiwan,23.4781188965,120.439979553,Taiwan,2270,3476.0,39.378641217216206
n597,Regina SK Canada,50.4660987854,-104.626998901,Canada,120,2265.0,2.9132984238303288
n131,Milton Keynes England United Kingdom,51.9887008667,-0.7217199802,United Kingdom,507,5679.0,37.03380530679309
n54,Brunswick NI Germany,52.2355003357,10.5418996811,Germany,352,7304.0,39.376190540530324
n1366,Eau Claire WI United States,44.8165092468,-91.5012283325,United States,5735,594.0,3.5050202101811894
n542,Kumamoto Kumamoto Japan,32.7885169983,130.714889526,Japan,2312,24.0,8.809391257786526
n1650,Casablanca Casablanca Morocco,33.5884895325,-7.677189827,Morocco,1074,1425.0,16.076435796700263
n592,Dunedin Otago New Zealand,-45.8734893799,170.503967285,New Zealand,2011,7015.0,15.170748331210076
n457,Indiana PA United States,40.6228981018,-79.1501464844,United States,4169,651.0,26.936505787328738
n1413,Poitiers Poitou-Charentes France,46.5758018494,0.3805100024,France,1268,4246.0,3.6023948543864677
n566,Johnson City TN United States,36.3200798035,-82.3452835083,United States,4116,2012.0,11.261952832010422
n185,Birkenhead Merseyside England,53.3763999939,-3.0211699009,United Kingdom,491,21530.0,7.6631459543676534
n480,West Reading England United Kingdom,51.4533309937,-0.994870007,United Kingdom,507,8786.0,23.02276266618915
n484,La Crosse WI United States,43.8126182556,-91.2519226074,United States,4044,941.0,4.591550910318481
n946,Sioux Falls SD United States,43.5453491211,-96.7312774658,United States,4009,715.0,2.5885398336435848
n472, Yamagata Japan,38.4699287415,140.077545166,Japan,2341,2526.0,16.39596333439906
n964,Foggia Pugl. Italy,41.4597015381,15.5450000763,Italy,1501,1207.0,66.87584919861428
n1162,Tarragona Catalonia Spain,41.1178016663,1.2370500565,Spain,1236,3657.0,4.171601363666988
n703,Nanchang Jiangxi China,28.6850700378,115.895309448,China,3384,2501.0,12.434605922041733
n423,Wrocław DS Poland,51.1106987,17.0429992676,Poland,680,12408.0,6.840148187540371
n728,Salzburg Salzburg Austria,47.7848014832,13.0437002182,Austria,1612,2722.0,1.91948445917909
n763,Brescia Lomb. Italy,45.5359992981,10.2440004349,Italy,1525,4726.0,27.77784745967068
n950,Stockton CA United States,37.9536705017,-121.290748596,United States,3805,914.0,5.006995431412569
n668,Newcastle NSW Australia,-32.9284515381,151.760604858,Australia,4320,6525.0,11.018985563127243
n981,Bowling Green KY United States,36.9946212769,-86.4455795288,United States,3690,1033.0,61.488895274970005
n666,San Luis Obispo CA United States,35.2855186462,-120.662521362,United States,5768,1063.0,3.5594962121593583
n1456,Homburg SL Germany,49.3311004639,7.3267202377,Germany,6510,4060.0,9.053048012607839
n1159,Málaga Andalusia Spain,36.7215003967,-4.4422798157,Spain,1230,4605.0,4.502832311448089
n401,Kunming Yunnan China,25.0645294189,102.698768616,China,3382,5321.0,5.719573585866957
n565,Lublin LU Poland,51.2533988953,22.5515995026,Poland,8832,6541.0,7.094040727032648
n737,Merced CA United States,37.3012695313,-120.486198425,United States,7122,413.0,1.9035581169796985
n700,Williamstown MA United States,42.7100906372,-73.204460144,United States,3864,1270.0,30.42482260288175
n277,Poznań WP Poland,52.3557281494,16.8557567596,Poland,674,11654.0,4.679341292993562
n303,Bilbao Basque Country Spain,43.2560997009,-2.9078400135,Spain,1216,5858.0,3.111979457642759
n1454,Sunspot NM USA,32.792301178,-105.819000244,United States,3559,69.0,75.4707842678733
n300,Saarbrücken SL Germany,49.2314910889,6.9983301163,Germany,349,4097.0,5.15145268984985
n810,Concepción Bio-Bio Chile,-36.7835006714,-73.0425033569,Chile,2656,2762.0,1.364505464080245
n1402,Alicante Valencian Community Spain,38.3009986877,-0.5374799967,Spain,1212,6403.0,1.717414741148564
n1361,Muskegon MI USA,43.2342414856,-86.2459335327,United States,5754,71.0,4.489914228365766
n1616,Izumo Shimane Japan,35.3597373962,132.757614136,Japan,2328,1343.0,8.334178714828676
n524,Augsburg BY Germany,48.3550987244,10.9330997467,Germany,374,2376.0,4.84078328553276
n596,Trento Tr.A.A. Italy,46.047000885,11.1316995621,Italy,1536,3451.0,30.024357071538322
n525,Gifu Gifu Japan,35.4102020264,136.767761231,Japan,5997,178.0,13.875558549690096
n150,Nara-Shi  Japan,34.6758117676,135.83329773,Japan,2334,6083.0,23.678847692694458
n1052,Bradford city centre England United Kingdom,53.7937011719,-1.755300045,United Kingdom,517,27365.0,6.308807031669028
n664,Modena Em.Rom. Italy,44.6328010559,10.9581003189,Italy,1538,5145.0,17.60216955631374
n573,Manaus AM Brazil,-3.1233000755,-60.0205383301,Brazil,2551,957.0,6.187860028481882
n320,Shijiazhuang Hebei China,38.0436782837,114.492347717,China,6347,2412.0,19.801346850418703
n1143,Kisumu Nyanza Kenya,-0.0985099971,34.7672615051,Kenya,1140,178.0,2.785326879244678
n746,Tyler TX United States,32.3474693298,-95.2942962646,United States,3848,812.0,6.325613215640569
n598,Youngstown OH United States,41.0980987549,-80.6507873535,United States,3881,819.0,11.332628942973479
n224,San José San Jose Costa Rica,9.9297504425,-84.0856933594,Costa Rica,1885,1332.0,9.476494375321048
n1057,Łódź LD Poland,51.7882995605,19.4683990479,Poland,679,9668.0,68.90600449243398
n626,Amiens Picardy France,49.9117012024,2.3048799038,France,1367,2799.0,32.73819454897491
n177,Balboa Panamá Panama,8.9536304474,-79.5579071045,Panama,1869,648.0,1.37087058666059
n1440,Bauru SP Brazil,-22.3156604767,-49.0615501404,Brazil,8238,798.0,10.916721721573648
n129,Cardiff Wales United Kingdom,51.4953994751,-3.2379500866,United Kingdom,488,19495.0,8.19291024546612
n331,Brasília DF Brazil,-15.7835998535,-47.8805007935,Brazil,2531,4045.0,6.555040043399439
n1388,Ada OH United States,40.7759895325,-83.8232192993,United States,4040,261.0,56.02502250691015
n674,Tulsa OK United States,36.1497383118,-95.9933319092,United States,3855,2137.0,6.762784922926119
n1563,Bhubaneshwar Odisha India,20.2950592041,85.8263168335,India,3042,2229.0,3.545952570412767
n2382,Xinxiang Henan China,35.31016922,113.860336304,China,3375,1.0,54.626564444011464
n1030,Enschede Overijssel Netherlands,52.2416000366,6.8734002113,Netherlands,341,5873.0,35.15506755539682
n825,Cali Valle del Cauca Colombia,3.4340100288,-76.5264663696,Colombia,2715,1143.0,12.520494656920102
n939,Cordoba Cordoba Argentina,-31.4071598053,-64.1856689453,Argentina,2443,4218.0,5.919652371460094
n740,Pachuca HGO Mexico,20.1333694458,-98.7273025513,Mexico,1824,259.0,53.1212693534185
n1309,Gatchina Leningrad Regio Russia,59.5620117188,30.1664199829,Russia,2948,779.0,16.800392385602738
n652,Maynooth Kildare Ireland,53.3849983215,-6.5936098099,Ireland,599,1376.0,13.56080567041983
n919,Ibadan Oyo Nigeria,7.3830299377,3.9375,Nigeria,266,1931.0,3.138148488285603
n862,Toruń KP Poland,53.0295982361,18.5806999207,Poland,5591,2234.0,25.462467643727525
n1087,Toledo  Spain,39.8656997681,-4.0197601318,Spain,1229,723.0,49.53252102973979
n614,Lewisburg PA United States,40.9611282349,-76.8906402588,United States,3584,1027.0,19.458799655648118
n769,Nicosia Nicosia District Cyprus,35.1666984558,33.3666992188,Cyprus,1197,109.0,24.883333352627723
n647,Yaoundé  Cameroon,3.8729999065,11.5222997665,Cameroon,4161,1292.0,10.611165608388026
n898,Girona Catalonia Spain,41.976600647,2.8107500076,Spain,1222,2241.0,5.827657630275
n887,Almería Andalusia Spain,36.8468017578,-2.4534099102,Spain,1213,1762.0,4.610602400187467
n757,Kuala Lumpur Federal Territory of Kuala Lumpur Malaysia,3.1047699451,101.692001343,Malaysia,3304,5284.0,24.847341028080763
n903,Huntington WV United States,38.4198188782,-82.4453735352,United States,5742,861.0,7.117849251304536
n541, MS United States,31.1489295959,-89.0947799683,United States,5759,1.0,26.226512802722297
n1655,Como Lomb. Italy,45.7839012146,9.068479538,Italy,1675,1058.0,17.013821429663384
n520,Huntsville TX United States,30.7237796783,-95.5521697998,United States,3715,591.0,49.13638456889225
n373,Portsmouth England United Kingdom,50.8170013428,-1.0736500025,United Kingdom,495,3425.0,15.397997526044518
n1026,Chuncheon Gangwon South Korea,37.8704986572,127.722953796,South Korea,6005,3069.0,32.576449755275135
n811,Crawfordsville IN United States,40.0422782898,-86.9013824463,United States,3585,212.0,39.23943225381641
n1008,Pacific Grove CA United States,36.6193313599,-121.918586731,United States,3948,2045.0,4.7530804137842795
n815,Fredericton NB Canada,45.9882011414,-66.6386032104,Canada,56,3071.0,9.575363915086115
n671,Patras Western Greece Greece,38.2235984802,21.7353992462,Greece,1473,6693.0,17.55532217042596
n521,Chattanooga TN United States,35.0464401245,-85.309463501,United States,3578,1083.0,6.026158018067542
n617,Windsor ON Canada,42.3152999878,-83.0157012939,Canada,113,23240.0,4.121620183201118
n864,Vicksburg MS United States,32.3500404358,-90.8815536499,United States,3580,441.0,47.1107355106864
n720,Besançon Franche-Comte France,47.2535018921,6.0157999992,France,1309,4208.0,31.375958157364114
n515,Lancaster PA United States,40.0237312317,-76.3317184448,United States,5751,1446.0,7.025736663278367
n982,Sidney BC Canada,48.6531982422,-123.40599823,Canada,184,630.0,1.0031843061920174
n1275,Bethlehem PA United States,40.6310195923,-75.3777770996,United States,4355,5315.0,3.610585305691622
n1134,Tours Center France,47.4255981445,0.705129981,France,1376,4846.0,1.1458766629578543
n1415,Gaziantep Gaziantep Turkey,37.1650466919,37.3105926514,Turkey,1689,1764.0,17.676657153482257
n569,Linköping Ostergotland County Sweden,58.3945999146,15.616900444,Sweden,742,6917.0,2.437059840856307
n941,Hermosillo SON Mexico,29.0790405273,-110.94695282,Mexico,1807,899.0,6.202090285460282
n1236,Lusaka Lusaka Zambia,-15.4149198532,28.2808895111,Zambia,907,345.0,12.831895576021106
n639,Zhengzhou Henan China,34.7640304565,113.659408569,China,3375,3521.0,19.784822945829333
n264,Northfield MN United States,44.4712982178,-93.1764984131,United States,3858,904.0,28.459376537221655
n771,Palma Autonoma of Balearic Islands Spain,39.5723991394,2.6497199535,Spain,3998,2962.0,4.355568341299304
n673,Des Moines IA United States,41.5897598267,-93.6156463623,United States,3729,1199.0,4.568361161134748
n678,Statesboro GA United States,32.4489097595,-81.7833328247,United States,3613,1063.0,40.56052729802228
n1011,Boone NC United States,36.2203598022,-81.686958313,United States,4116,1090.0,43.78796436195982
n360,Kharagpur West Bengal India,22.3281002045,87.2516937256,India,3043,5822.0,79.55214431936729
n1412,Savannah GA United States,32.080909729,-81.0911865234,United States,3613,1040.0,7.250087055216403
n816,Rolla MO United States,37.9514389038,-91.7674407959,United States,3665,2430.0,24.99791916264546
n1652,Leoben Styria Austria,47.3760986328,15.0818996429,Austria,1609,1140.0,31.461431102320827
n180,Sarasota FL United States,27.3388805389,-82.5396270752,United States,4067,732.0,4.0115600695242435
n528,Church Gresley England United Kingdom,52.7622451782,-1.5803829432,United Kingdom,523,200.0,11.565002741492098
n1165,Oshkosh WI United States,44.0249099731,-88.5444335938,United States,4047,650.0,16.17500222623454
n690,Townsville QLD Australia,-19.2571907043,146.821243286,Australia,3330,3515.0,3.6647038963460705
n969,Manila National Capital Region Philippines,14.5874300003,120.983680725,Philippines,2397,2386.0,5.94907389689288
n495,Hawthorn Vic Australia,-37.822632,145.038888,Australia,3339,66946.0,14.850302588220368
n791,Bayreuth BY Germany,49.9194984436,11.5600996017,Germany,347,4327.0,36.47994320828452
n1294,Fuzhou Fujian China,26.0787696838,119.296882629,China,3385,4399.0,24.8226945697284
n1154, Miyazaki Japan,32.114490509,131.41015625,Japan,2308,2531.0,16.54701124360262
n577,Anchorage AK United States,61.2175598145,-149.858383179,United States,3774,1578.0,5.4776230746976
n2039,Greenfield MA United States,42.5875282288,-72.5981216431,United States,6426,116.0,42.97430702917448
n831,Chernogolovka Moscow Oblast Russia,56.0069236755,38.3800163269,Russia,4029,4238.0,45.2665838585678
n1383,Murcia Región de Murcia Spain,37.9761009216,-1.1448199749,Spain,1227,6864.0,22.842369060132786
n965,Messina Sic. Italy,38.197101593,15.5467996597,Italy,1514,6018.0,10.395486223496084
n869,Skopje Skopski FYRO Macedonia,41.9947395325,21.4299907684,Macedonia,1737,1681.0,10.092862856748877
n938, Tamil Nadu India,13.050330162,80.1885910034,India,3152,15927.0,186.85862254777783
n1397,Qinhuangdao Hebei China,39.9249191284,119.598648071,China,6429,1184.0,7.6187519381548885
n1354,L’Aquila Abr. Italy,42.3532981873,13.3821001053,Italy,1505,3143.0,41.125805994195474
n696,Bellingham WA United States,48.7523498535,-122.471221924,United States,3777,1429.0,4.109115930590865
n850,Nishihara Okinawa Japan,26.465034,127.829388,Japan,2384,1970.0,21.797067183593185
n475,Luxembourg Luxembourg Luxembourg,49.599899292,6.1177201271,Luxembourg,629,1200.0,4.585623205708407
n1328,Riga Riga Latvia,57.0276985168,24.0447006226,Latvia,3953,2495.0,7.706771563592381
n681,Potsdam NY United States,44.6698608398,-74.9858932495,United States,3546,1887.0,19.62173374755509
n462,Brest Brittany France,48.4131011963,-4.4975600243,France,1403,4070.0,4.348229292378198
n271,Goshen IN United States,41.5891799927,-85.8369522095,United States,4359,154.0,26.133896119640244
n776,Tanta Gharbiah Egypt,30.7816200256,30.995639801,Egypt,1128,898.0,51.704085392770736
n914,Ilmenau  Germany,50.6972007751,10.92029953,Germany,339,960.0,19.595092514814816
n1406,Gdańsk PM Poland,54.3288993835,18.625,Poland,668,7059.0,7.223525119651384
n1016,Vilnius Vilniaus Lithuania,54.6906204224,25.2698307037,Lithuania,3959,5676.0,3.9543329415578383
n1019,Caen Lower Normandy France,49.1878013611,-0.354339987,France,1412,5038.0,4.434389396120396
n722,Dwingeloo  Netherlands,52.8341789246,6.3650999069,Netherlands,586,205.0,21.649666991779554
n1147,Aveiro Aveiro Portugal,40.6286010742,-8.658780098,Portugal,1636,3893.0,42.81433509835475
n884,Hamilton MT United States,46.2487106323,-114.155860901,United States,4216,524.0,46.22828931763251
n956,Villiers-en-Bois Poitou-Charentes France,46.148399353,-0.4086000025,France,6493,279.0,37.70389559783778
n1303,Mülheim an der Ruhr NW Germany,51.4315986633,6.8787698746,Germany,345,12636.0,10.944999447294752
n1296,Mbarara Western Uganda,-0.6074699759,30.6611499786,Uganda,5703,49.0,92.07916598790511
n865,Duisburg NW Germany,51.4314308167,6.7639298439,Germany,345,2746.0,9.810015266744715
n743,Florianópolis SC Brazil,-27.5977993011,-48.5481796265,Brazil,2555,3855.0,5.022503258987723
n849,Benevento Camp. Italy,41.1291999817,14.7803001404,Italy,1561,678.0,30.555208386898517
n1743,Jaipur Rajasthan India,26.9142894745,75.7927474976,India,3098,2093.0,6.338778758601931
n1573,Białystok PD Poland,53.1096000671,23.1340007782,Poland,679,3463.0,111.8244339511898
n957,Cluj-Napoca Cluj Romania,46.7780990601,23.6135997772,Romania,1652,3895.0,3.467818229344728
n905,Shizuoka Shizuoka Japan,34.9743347168,138.38911438,Japan,6476,230.0,16.723580924561904
n460,Stellenbosch Western Cape South Africa,-33.9364013672,18.8519001007,South Africa,797,1993.0,14.474879970331928
n1060,Amman Amman Jordan,31.9517993927,35.9404182434,Jordan,2170,2100.0,16.1387332206813
n1166,Doha Doha Qatar,25.2750606537,51.5310401917,Qatar,2241,966.0,2.333210524192782
n1071,Lethbridge AB Canada,49.6837997437,-112.818000794,Canada,116,2458.0,3.7871131083198444
n1131,Orléans Center France,47.8978996277,1.9055900574,France,1376,3724.0,63.55524181769848
n1133,Dartmouth NS Canada,44.6740493774,-63.575340271,Canada,73,13031.0,14.65672629584286
n924,La Paz La Paz Bolivia,-16.5,-68.1500015259,Bolivia,2762,248.0,2.9468599771131063
n832,Magdeburg ST Germany,52.1318588257,11.6277799606,Germany,348,6594.0,54.98560804608996
n1158,Thunder Bay ON Canada,48.381690979,-89.2454986572,Canada,121,1263.0,3.6599421326357944
n1012,Fortaleza AC Brazil,-9.0500001907,-72.3167037964,Brazil,2549,1.0,104.85937489026603
n998,Nagano Nagano Japan,36.6487121582,138.192306519,Japan,2280,78.0,36.51793797274934
n1184,Suzhou Jiangsu China,31.3092517853,120.613197327,China,6390,3911.0,16.781552118767113
n173, GTO Mexico,20.9050769806,-101.01210022,Mexico,1815,1.0,30.855248959729657
n192,Legon Greater Accra Ghana,5.6505298615,-0.1806199998,Ghana,248,381.0,3.2740239860442473
n973,Macon GA United States,32.839679718,-83.6275787354,United States,3754,872.0,10.222016936824865
n1637,Reggio di Calabria Cal. Italy,38.1024017334,15.6483001709,Italy,1514,6051.0,2.1625728906421298
n1237,Belgaum Karnataka India,15.858420372,74.541557312,India,3000,176.0,5.100159711822987
n751,Valladolid Castilla and Leon Spain,41.6423988342,-4.7627100945,Spain,1247,3809.0,6.370435778220227
n267,Prescott AZ United States,34.5414199829,-112.468727112,United States,3446,150.0,8.29575780846342
n217,Berrien Springs MI United States,41.9466781616,-86.3381195068,United States,4359,128.0,16.479667037654934
n1892,Split Split-Dalmatia Croatia,43.5141983032,16.4314002991,Croatia,1206,1633.0,6.899545843828929
n1282,Szczecin ZP Poland,53.425201416,14.5562000275,Poland,676,3213.0,17.989712156066265
n635,Camerino Marc. Italy,43.1388015747,13.0706996918,Italy,1567,1646.0,28.270772192195
n1338,Monza Lomb. Italy,45.5858764648,9.2675628662,Italy,1529,50518.0,9.736178759292327
n723,Heraklion Crete Greece,35.3292999268,25.1240997314,Greece,1452,5950.0,3.2482099707422756
n274,Kaiserslautern RP Germany,49.4432983398,7.7555398941,Germany,6510,3280.0,22.703561550568008
n1276, Crimea Ukraine,45.333065033,34.3678970337,Ukraine,2942,79.0,27.243091990618574
n575,Jönköping Jonkoping County Sweden,57.7813987732,14.1857995987,Sweden,688,567.0,4.616585390227892
n1658,Rovigo  Italy,45.0760002136,11.785200119,Italy,1551,202.0,40.47788283884263
n1039,Blantyre Southern Region Malawi,-15.8362998962,35.087600708,Malawi,1013,368.0,13.231591785036471
n1976, Tokushima Japan,33.9224853516,134.327301025,Japan,2336,6126.0,21.60988944038796
n910,Neuchâtel NE Switzerland,46.981300354,6.8958101273,Switzerland,1676,2092.0,28.73998403463085
n659,Rockford IL United States,42.2668991089,-89.0783462524,United States,4028,400.0,5.036011419562746
n1247,Namur Walloon Region Belgium,50.4682998657,4.877600193,Belgium,304,1721.0,18.648722559976726
n784,Antalya Antalya Turkey,36.8789405823,30.7092609406,Turkey,1688,2618.0,5.221754892162389
n1151,Ashqelon  Israel,31.6632041931,34.5646247864,Israel,1590,483.0,30.594003251178062
n739, CAM Mexico,18.8479824066,-90.3600234985,Mexico,1795,1.0,67.55715502036614
n1291,Derby England United Kingdom,52.8925018311,-1.4559999704,United Kingdom,523,1824.0,6.817048748299795
n1559,Navrongo  Ghana,10.8927602768,-1.0905499458,Ghana,249,33.0,93.56003460627814
n947,Brookings SD United States,44.3109397888,-96.7986068726,United States,5721,1620.0,45.1965832954889
n1022,Ioannina Epirus Greece,39.6473007202,20.8414001465,Greece,1451,4767.0,3.5372436605406636
n455,Guadalajara JAL Mexico,20.6875991821,-103.351112366,Mexico,1804,2042.0,11.742736492705431
n574,Varese Lomb. Italy,45.8258018494,8.8065395355,Italy,1524,3187.0,14.006497019116578
n1671,Frankfort KY United States,38.1950683594,-84.878692627,United States,4017,254.0,18.436916332056736
n694,The Hague South Holland Netherlands,52.0672988892,4.2925100327,Netherlands,591,13180.0,9.798012537376017
n777,Plymouth England United Kingdom,50.3708000183,-4.1137299538,United Kingdom,481,5320.0,39.12188291131697
n758,Katowice SL Poland,50.2560882568,19.0309505463,Poland,671,5271.0,15.22734242524859
