id, name, Metro_name, latitude, longitude, mergeList, totalDegree
5545,"Masset Airport","Masset",54.0275,-132.125,5545|,240.0
5875,"Matei Airport","Matei",-16.6906,-179.877,5875|,240.0
5864,"Mauke Airport","Mauke Island",-20.1361,-157.345,5864|,240.0
6297,"McArthur River Mine Airport","McArthur River Mine",-16.4425,136.084,6297|,240.0
167,"Medicine Hat","Medicine Hat",50.01889,-110.720833,167|,240.0
5429,"Mendi Airport","Mendi",-6.14774,143.657,5429|,240.0
908,"Mfuwe","Mfuwe",-13.258878,31.936581,908|,240.0
5865,"Mitiaro Island Airport","Mitiaro Island",-19.8425,-157.703,5865|,240.0
6300,"Moree Airport","Moree",-29.4989,149.845,6300|,240.0
1182,"Mtwara","Mtwara",-10.339058,40.181781,1182|,240.0
4143,"Oudomxay","Muang Xay",20.6827,101.994,4143|,240.0
7774,"Mysore Airport","Mysore",12.3072,76.6497,7774|,240.0
3886,"Naha","Naha",3.683214,125.528019,3886|,240.0
6182,"Nepalgunj Airport","Nepalgunj",28.103633,81.667006,6182|,240.0
1828,"Quetzalcoatl Intl","Nuevo Laredo",27.443918,-99.57046,1828|,240.0
7470,"Olgii Airport","Olgii",48.991667,89.919722,7470|,240.0
6311,"Olympic Dam Airport","Olympic Dam",-30.485,136.877,6311|,240.0
5642,"Ondangwa Airport","Ondangwa",-17.8782,15.9526,5642|,240.0
6793,"Orange Airport","Orange",-33.3817,149.133,6793|,240.0
5643,"Oranjemund Airport","Oranjemund",-28.5847,16.4467,5643|,240.0
2622,"Trombetas","Oriximina",-1.4896,-56.396803,2622|8259|,240.0
2004,"Ouvea","Ouvea",-20.640556,166.572778,2004|,240.0
1887,"Palmar Sur","Palmar Sur",8.951025,-83.468583,1887|,240.0
2217,"Panjgur","Panjgur",26.954547,64.132517,2217|,240.0
7372,"Julio Belem Airport","Parintins",-2.627778,-56.735833,7372|,240.0
6749,"Parsabade Moghan Airport","Parsabad",39.603606,47.8815,6749|,240.0
2631,"Paulo Afonso","Paulo Alfonso",-9.400878,-38.250575,2631|,240.0
5522,"Peawanuck Airport","Peawanuck",54.9881,-85.4433,5522|,240.0
181,"Penticton","Penticton",49.463056,-119.602222,181|,240.0
6165,"Penza Airport","Penza",53.1106,45.0211,6165|,240.0
6114,"Petrozavodsk Airport","Petrozavodsk",61.8852,34.1547,6114|,240.0
840,"Phalaborwa","Phalaborwa",-23.937166,31.15539,840|,240.0
4081,"Xieng Khouang","Phon Savan",19.449997,103.158333,4081|,240.0
3164,"Phrae","Phrae",18.132169,100.164664,3164|,240.0
843,"Pietermaritzburg","Pietermaritzburg",-29.648975,30.398667,843|,240.0
3127,"Pokhara","Pokhara",28.200881,83.982056,3127|,240.0
841,"Polokwane International","Polokwane",-23.926089,29.484422,841|,240.0
8735,"Pomalaa","Pomalaa",-4.183333,121.61667,8735|,240.0
967,"Port Gentil","Port Gentil",-0.711739,8.754383,967|,240.0
3251,"Kasiguncu","Poso",-1.416753,120.657669,3251|,240.0
5523,"Powell River Airport","Powell River",49.8342,-124.5,5523|,240.0
2853,"Casique Aramare","Puerto Ayacucho",5.619992,-67.606103,2853|,240.0
6051,"Caucaya Airport","Puerto LeguĂ­zamo",-0.18,-74.77,6051|,240.0
2492,"El Tehuelche","Puerto Madryn",-42.759161,-65.102725,2492|,240.0
6945,"Drake Bay Airport","Puntarenas",8.71889,-83.6417,6945|,240.0
3232,"Putao","Putao",27.329922,97.426269,3232|,240.0
4155,"Rach Gia","Rach Gia",9.949676,105.133659,4155|,240.0
2081,"Rafha","Rafha",29.626419,43.490614,2081|,240.0
3072,"Shah Mokhdum","Rajshahi",24.437219,88.616511,3072|,240.0
6225,"Ranai Airport","Ranai-Natuna Besar Island",3.908714,108.387897,6225|,240.0
4134,"Ranong","Ranong",9.777622,98.585483,4134|3180|,240.0
7317,"Rurrenabaque Airport","Rerrenabaque",-14.4275,-67.498056,7317|,240.0
849,"Richards Bay","Richard's Bay",-28.741039,32.092111,849|,240.0
3360,"Richmond","Richmond",-33.600556,150.780833,3360|,240.0
8914,"Termal","Rio Hondo",-27.509946,-64.936666,8914|,240.0
7394,"General leite de Castro Airport","Rio Verde",-17.790278,-50.918333,7394|,240.0
894,"Plaine Corail","Rodriguez Island",-19.757658,63.360983,894|,240.0
7382,"Rondonopolis Airport","Rondonopolis",-16.466667,-54.633333,7382|,240.0
5931,"Sabzevar National Airport","Sabzevar",36.168083,57.595183,5931|,240.0
2858,"San Antonio Del Tachira","San Antonio",7.840831,-72.439742,2858|,240.0
2517,"Aviador C Campos","San Martin Des Andes",-40.075383,-71.137294,2517|,240.0
2864,"San Tome","San Tome",8.945147,-64.151083,2864|,240.0
2117,"Sanandaj","Sanandaj",35.245856,47.009247,2117|,240.0
198,"Sandspit","Sandspit",53.254333,-131.813833,198|,240.0
5410,"Santa Cruz/Graciosa Bay/Luova Airport","Santa Cruz/Graciosa Bay/Luova",-10.7203,165.795,5410|,240.0
4126,"Santa Elena Airport","Santa Elena de Uairen",4.554722,-61.144922,4126|,240.0
8258,"Tapuruquara Airport","Santa Isabel do Rio Negro",-0.416944,-65.033889,8258|,240.0
2512,"Santa Rosa","Santa Rosa",-36.588322,-64.275694,2512|6069|2690|,240.0
5675,"Sao Filipe Airport","Sao Filipe, Fogo Island",14.885,-24.48,5675|,240.0
7530,"Sao Gabriel da Cachoeira Airport","Sao Gabriel da Cachoeira",-0.148056,-66.9858,7530|,240.0
8256,"Senadora Eunice Micheles Airport","Sao Paulo de Olivenca",-3.465556,-68.918889,8256|,240.0
199,"Chris Hadfield","Sarnia",42.999444,-82.308889,199|,240.0
5878,"Savusavu Airport","Savusavu",-16.8028,179.341,5878|,240.0
6172,"Shillong Airport","Shillong",25.7036,91.9787,6172|,240.0
5601,"Shire Inda Selassie Airport","Shire Indasilase",14.0781,38.2725,5601|,240.0
4093,"Sihanoukville","Sihanoukville",10.579686,103.636828,4093|9528|,240.0
5949,"Skardu Airport","Skardu",35.335508,75.536047,5949|,240.0
6110,"Solovki Airport","Solovetsky Islands",65.03,35.7333,6110|,240.0
5613,"Solwesi Airport","Solwesi",-12.1737,26.3651,5613|,240.0
3939,"Sukhothai","Sukhothai",17.237992,99.818183,3939|,240.0
5464,"Summer Beaver Airport","Summer Beaver",52.7086,-88.5419,5464|,240.0
251,"Sunyani","Sunyani",7.361828,-2.328756,251|,240.0
2628,"Tabatinga","Tabatinga",-4.255669,-69.935828,2628|,240.0
2270,"Tainan","Tainan",22.950361,120.205778,2270|,240.0
6186,"Mae Sot Airport","Tak",16.699856,98.545056,6186|,240.0
1983,"Takapoto","Takapoto",-14.709544,-145.245814,1983|,240.0
6466,"Tambow","Tambow",52.81,41.48,6466|,240.0
3362,"Tamworth","Tamworth",-31.083889,150.846667,3362|,240.0
6770,"Tanjung Manis Airport","Tanjung Manis",2.17784,111.202,6770|,240.0
5477,"TarapacĂˇ Airport","TarapacĂˇ",-2.867,-69.733,5477|,240.0
222,"Cheikh Larbi Tebessi","Tebessa",35.431611,8.120717,222|,240.0
1079,"Saniat Rmel","Tetouan",35.594333,-5.320019,1079|,240.0
6329,"Thargomindah Airport","Thargomindah",-27.9864,143.811,6329|,240.0
2035,"Timaru","Timaru",-44.302778,171.225278,2035|,240.0
1979,"Totegegie","Totegegie",-23.079861,-134.890333,1979|,240.0
240,"Sidi Mahdi","Touggourt",33.067803,6.088672,240|,240.0
8223,"Trail Airport","Trail",49.055556,-117.609167,8223|,240.0
4135,"Trat","Trat",12.274572,102.318958,4135|,240.0
2629,"Tucurui","Tucurui",-3.786008,-49.720267,2629|,240.0
2716,"La Florida","Tumaco",1.814417,-78.749228,2716|,240.0
4183,"Tumling Tar","Tumling Tar",27.315,87.193333,4183|,240.0
2093,"Turaif","Turaif",31.692683,38.7312,2093|,240.0
5892,"Ua Huka Airport","Ua Huka",-8.93611,-139.552,5892|,240.0
5805,"Ubari Airport","Ubari",26.5675,12.8231,5805|,240.0
4347,"ISLES OF SCILLY","UKK30",49.919,-6.3075,4347|5572|484|5573|7498|7640|,240.0
7558,"Ulaangom Airport","Ulaangom",49.973333,92.079722,7558|,240.0
866,"Mthatha","Umtata",-31.547903,28.674289,866|,240.0
7313,"Uyuni Airport","Uyuni",-20.466667,-66.833333,7313|,240.0
6109,"Uzhhorod International Airport","Uzhgorod",48.634278,22.263356,6109|,240.0
8924,"Veliky Ustyug","Veliky Ustyug",60.788333,46.26,8924|,240.0
2491,"Gobernador Castello","Viedma",-40.869222,-63.000389,2491|,240.0
2637,"Vilhena","Vilhena",-12.694375,-60.098269,2637|,240.0
7359,"Villa Garzon Airport","Villa Garzon",0.978889,-76.605556,7359|,240.0
3927,"Mau Hau","Waingapu",-9.669217,120.302006,3927|,240.0
2047,"Wanganui","Wanganui",-39.962222,175.025278,2047|,240.0
5437,"Wapenamanda Airport","Wapenamanda",-5.6433,143.895,5437|,240.0
2095,"Wejh","Wejh",26.198553,36.476381,2095|,240.0
2046,"Westport","Westport",-41.738056,171.580833,2046|,240.0
2041,"Whakatane","Whakatane",-37.920556,176.914167,2041|,240.0
6334,"Whyalla Airport","Whyalla",-33.0589,137.514,6334|,240.0
6940,"Tunoshna","Yaroslavl",57.560667,40.157369,6940|,240.0
7547,"Yasuj Airport","Yasuj",30.700556,51.545,7547|,240.0
8782,"Mendeleevo","Yuzhno-Kurilsk",43.5739,145.4107,8782|,240.0
2741,"Guillermo Leon Valencia","Popayan",2.4544,-76.609319,2741|,230.0
3245,"Wamena","Wamena",-4.102511,138.957372,3245|,220.0
5898,"Longana Airport","Longana",-15.3067,167.967,5898|,213.3333282471
3696,"South Arkansas Rgnl At Goodwin Fld",20980,33.220972,-92.813278,3696|,200.0
7018,"Thief River Falls",659502,48.065556,-96.185,7018|,200.0
3429,"Iliamna",1419975,59.754356,-154.910961,3429|6763|7102|7153|7154|7157|6766|7155|7158|3431|7156|7210|7211|9353|9354|9387|,200.0
5692,"Amboseli Airport","Amboseli National Park",-2.64505,37.2531,5692|,200.0
6477,"Erechim Airport","Erechim",-27.6619,-52.2683,6477|,200.0
5479,"Fort Frances Municipal Airport","Fort Frances",48.6542,-93.4397,5479|,200.0
1908,"Mariana Grajales","Guantanamo",20.085419,-75.158328,1908|1907|,200.0
1602,"Ovda","Ovda",29.94025,34.93585,1602|,200.0
77,"Stephenville","Stephenville",48.544167,-58.549999,77|,200.0
5726,"Southeast Iowa Regional Airport",15460,40.7832,-91.1255,5726|,160.0
5727,"Del Norte County Airport",18860,41.7802,-124.237,5727|,160.0
3689,"Imperial Co",20940,32.834219,-115.578744,3689|3709|3758|,160.0
5760,"Pocatello Regional Airport",394951,42.9098,-112.596,5760|,160.0
8174,"Friday Harbor Seaplane Base",1531931,48.537222,-123.009722,8174|6136|7082|7083|8170|8173|8171|8172|9510|9540|,160.0
497,"Alderney","Alderney",49.706111,-2.214722,497|,160.0
5914,"Anelghowhat Airport","Anelghowhat",-20.2492,169.771,5914|,160.0
6220,"Bario Airport","Bario",3.73389,115.479,6220|,160.0
6919,"Bellona","Bellona",-11.302,159.8,6919|6920|,160.0
8244,"Carlos Alberto da Costa Neves Airport","Cacador",-26.788333,-50.939722,8244|,160.0
5637,"Chimoio Airport","Chimoio",-19.151267,33.428958,5637|,160.0
4237,"Deline","Deline",65.183333,-125.416667,4237|,160.0
109,"Fort Chipewyan","Fort Chipewyan",58.767223,-111.117222,109|,160.0
4239,"Fort Good Hope","Fort Good Hope",66.266667,-128.65,4239|,160.0
5502,"Hopedale Airport","Hopedale",55.4483,-60.2286,5502|,160.0
5417,"Kagau Island Airport","Kagau Island",-7.333,157.583,5417|,160.0
6169,"Koggala Airport","Koggala",5.99368,80.3203,6169|,160.0
1998,"Kone","Kone",-21.053428,164.837806,1998|,160.0
1999,"Koumac","Koumac",-20.546314,164.255625,1999|,160.0
6222,"Kudat Airport","Kudat",6.9225,116.836,6222|,160.0
5474,"La TabatiĂ¨re Airport","La TabatiĂ¨re",50.8308,-58.9756,5474|,160.0
5901,"Lamap Airport","Lamap",-16.454,167.823,5901|,160.0
5902,"Lamen Bay Airport","Lamen Bay",-16.5842,168.159,5902|,160.0
4314,"Edward Bodden Airfield","Little Cayman",19.659167,-80.090833,4314|,160.0
6769,"Long Akah Airport","Long Akah",3.3,114.783,6769|,160.0
6215,"Long Lellang Airport","Long Datih",3.421,115.154,6215|,160.0
6216,"Long Seridan Airport","Long Seridan",3.967,115.05,6216|,160.0
5912,"Southwest Bay Airport","Malekula Island",-16.495,167.438,5912|,160.0
6217,"Mukah Airport","Mukah",2.90639,112.08,6217|,160.0
5488,"Nain Airport","Nain",56.5492,-61.6803,5488|,160.0
5900,"Tavie Airport","Paama Island",-16.439,168.257,5900|,160.0
105,"Pickle Lake","Pickle Lake",51.446388,-90.214167,105|,160.0
106,"Port Menier","Port Menier",49.836389,-64.288611,106|,160.0
2764,"Capitan Nicolas Rojas","Potosi",-19.543069,-65.723706,2764|,160.0
5418,"Ramata Airport","Ramata",-8.16806,157.643,5418|,160.0
5414,"Rennell/Tingoa Airport","Rennell Island",-11.5339,160.063,5414|,160.0
5461,"Rigolet Airport","Rigolet",54.1797,-58.4575,5461|,160.0
139,"Sachs Harbour","Sachs Harbour",71.993889,-125.2425,139|,160.0
7618,"Santa Ana Airport","Santa Ana",-10.848056,162.454167,7618|2766|,160.0
2596,"Santo Angelo","Santo Angelo",-28.281683,-54.169139,2596|,160.0
5594,"Hagfors Airport","SE311",60.020064,13.578908,5594|5596|700|,160.0
739,"Borlange","SE312",60.422017,15.515211,739|725|,160.0
9229,"Sigiriya Airport","Sigiriya",7.57212,80.43412,9229|,160.0
5416,"Suavanao Airport","Suavanao",-7.58556,158.731,5416|,160.0
5473,"TĂŞte-Ă -la-Baleine Airport","TĂŞte-Ă -la-Baleine",50.6744,-59.3836,5473|,160.0
5919,"Tiga Airport","Tiga",-21.0961,167.804,5919|,160.0
5652,"Tshikapa Airport","Tshikapa",-6.43833,20.7947,5652|,160.0
4238,"Tulita","Tulita",64.083333,-125.583333,4238|,160.0
542,"Tiree","UKM63",56.499167,-6.869167,542|5563|6467|7492|7493|8764|,160.0
7616,"Ulawa Airport","Ulawa",-9.854722,161.979167,7616|,160.0
5869,"Vunisea Airport","Vunisea",-19.0581,178.157,5869|,160.0
6771,"Walaha Airport","Walaha",-15.412,167.691,6771|,160.0
5884,"Niue International Airport","Alofi",-19.080028,-169.925639,5884|,150.0
3968,"Massawa Intl","Massawa",15.669989,39.370103,3968|,128.0
7370,"Breves Airport","Breves",-1.681944,-50.48,7370|,120.0
7617,"Choiseul Bay Airport","Choiseul Bay",-6.711944,156.396111,7617|,120.0
6372,"Dalanzadgad Airport","Dalanzadgad",43.5917,104.43,6372|,120.0
1463,"Filippos","EL531",40.28611,21.840834,1463|,120.0
5407,"Fera/Maringe Airport","Fera Island",-8.1075,159.577,5407|,120.0
6267,"Flinders Island Airport","Flinders Island",-40.0917,147.993,6267|,120.0
190,"Kapuskasing","Kapuskasing",49.413889,-82.4675,190|,120.0
2680,"Coronel E Carvajal","Macas",-2.299167,-78.12075,2680|,120.0
8239,"Ourilandia do Norte Airport","Ourilandia do Norte",-6.763056,-51.05,8239|,120.0
5455,"Punta Gorda Airport","Punta Gorda",16.1024,-88.8083,5455|,120.0
4249,"Juancho E. Yrausquin","Saba",17.645278,-63.220556,4249|,120.0
1065,"Plage Blanche","Tan Tan",28.448194,-11.161347,1065|,120.0
2697,"Teniente Coronel Luis A Mantilla","Tulcan",0.809506,-77.708056,2697|,120.0
5920,"Belep Islands Airport","Waala",-19.7206,163.661,5920|,120.0
5442,"Qaqortoq Heliport","Qaqortoq",60.7158,-46.0294,5442|,96.0
3597,"Cavern City Air Terminal",16100,32.337472,-104.263278,3597|,80.0
3665,"Waynesville Rgnl Arpt At Forney Fld",22780,37.741631,-92.140736,3665|,80.0
6883,"Eastern Oregon Regional Airport",25840,45.695,-118.841389,6883|,80.0
3591,"Jonesboro Muni",27860,35.831708,-90.646417,3591|,80.0
6881,"Riverton Regional",40180,43.064167,-108.459722,6881|,80.0
5769,"Sheridan County Airport",43260,44.7692,-106.98,5769|,80.0
5728,"Cape Girardeau Regional Airport",43460,37.2253,-89.5708,5728|9164|,80.0
4263,"Magic Valley Regional Airport",46300,42.481803,-114.487733,4263|,80.0
5775,"Victoria Regional Airport",47020,28.8526,-96.9185,5775|,80.0
4025,"Hancock County - Bar Harbor",581290,44.449769,-68.361565,4025|8668|8729|,80.0
4026,"Knox County Regional Airport",581292,44.060111,-69.09923,4026|,80.0
7242,"Healy River Airport",1419988,63.8675,-148.968889,7242|3418|8050|8903|9028|,80.0
7074,"Canyonlands Field",1448024,38.755,-109.754722,7074|,80.0
7054,"Manistee County-Blacker Airport",1622993,44.2725,-86.246944,7054|,80.0
7071,"LM Clayton Airport",1669428,48.094444,-105.575,7071|,80.0
5739,"Wokal Field Glasgow International Airport",1678923,48.2125,-106.615,5739|8893|,80.0
7065,"Sidney-Richland Municipal Airport",1715338,47.706944,-104.1925,7065|,80.0
7070,"Dawson Community Airport",1715632,47.138611,-104.807222,7070|,80.0
3604,"Havre City Co",1720048,48.542983,-109.762342,3604|7824|,80.0
6814,"Culebra Airport",1804504,18.3127,-65.3034,6814|9420|9421|,80.0
8204,"Achutupo Airport","Achutupo",9.2,-77.98,8204|,80.0
6312,"Port Augusta Airport","Argyle",-32.506944,137.716667,6312|6236|,80.0
5709,"Arua Airport","Arua",3.05,30.917,5709|,80.0
5404,"Uru Harbour Airport","Atoifi",-8.87333,161.011,5404|,80.0
5955,"Bahia PiĂ±a Airport","Bahia PiĂ±a",7.583,-78.2,5955|,80.0
6218,"Bakalalan Airport","Bakalalan",3.974,115.618,6218|,80.0
5575,"Barra Airport","Barra",57.0228,-7.44306,5575|,80.0
5958,"Sambu Airport","Boca de SĂˇbalo",8.017,-78.2,5958|,80.0
5612,"Chipata Airport","Chipata",-13.5583,32.5872,5612|,80.0
5867,"Cicia Airport","Cicia",-17.7433,-179.342,5867|,80.0
2518,"Conceicao Do Araguaia","Conceicao Do Araguaia",-8.348347,-49.301528,2518|,80.0
5957,"Contadora Airport","Contadora Island",8.62876,-79.0347,5957|,80.0
7562,"Dickwella Airport","Dickwella",5.966667,80.683333,7562|,80.0
413,"Kuressaare","EE004",58.229883,22.509494,413|412|414|7454|7455|,80.0
6265,"Elcho Island Airport","Elcho Island",-12.0194,135.571,6265|,80.0
206,"Fort Mcpherson","Fort Mcpherson",67.4075,-134.860556,206|,80.0
5526,"Rae Lakes Airport","GamĂ¨tĂ¬",64.1161,-117.31,5526|,80.0
8206,"Garachine Airport","Garachine",8.06,-78.36,8206|,80.0
5498,"Grise Fiord Airport","Grise Fiord",76.4261,-82.9092,5498|,80.0
1773,"Guanaja","Guanaja",16.445367,-85.906611,1773|,80.0
7383,"Tancredo Thomaz de Faria Airport","Guarapuava",-25.383333,-51.45,7383|,80.0
6056,"CapitĂˇn de Av. Emilio BeltrĂˇn Airport","GuayaramerĂ­n",-10.8206,-65.3456,6056|,80.0
7368,"Gurupi Airport","Gurupi",-11.728889,-49.068889,7368|,80.0
5840,"JaquĂ© Airport","JaquĂ©",7.51778,-78.1572,5840|,80.0
5512,"Kangiqsualujjuaq (Georges River) Airport","Kangiqsualujjuaq",58.7114,-65.9928,5512|,80.0
8217,"Kegaska Airport","Kegaska",50.195833,-61.265833,8217|,80.0
5509,"Kimmirut Airport","Kimmirut",62.85,-69.8833,5509|,80.0
1141,"Kitale","Kitale",0.971989,34.958556,1141|,80.0
5873,"Lakeba Island Airport","Lakeba Island",-18.1992,-178.817,5873|,80.0
5855,"Long Banga Airport","Long Banga",3.18495,115.454,5855|,80.0
5511,"Lutselk'e Airport","Lutselk'e",62.4183,-110.682,5511|,80.0
4086,"Mae Hong Son","Mae Hong Son",19.301667,97.975,4086|,80.0
5903,"Naone Airport","Maewo Island",-15.0,168.083,5903|,80.0
924,"Avaratra","Mananara",-16.1639,49.773753,924|,80.0
5415,"Marau Airport","Marau",-9.86167,160.825,5415|,80.0
6295,"Milingimbi Airport","Milingimbi",-12.0944,134.894,6295|,80.0
7375,"Minacu Airport","Minacu",-13.526944,-48.220556,7375|,80.0
655,"Orland","NO061",63.698908,9.604003,655|,80.0
1884,"Nosara","Nosara Beach",9.97649,-85.653,1884|,80.0
6053,"Reyes Murillo Airport","NuquĂ­",5.7,-77.28,6053|,80.0
5470,"Ogoki Post Airport","Ogoki Post",51.6586,-85.9017,5470|,80.0
4159,"Pai","Pai",19.372,98.437,4159|,80.0
7450,"Pakuba Airport","Pakuba",2.3275,31.5,7450|,80.0
4244,"Paulatuk","Paulatuk",62.35,-124.3333,4244|,80.0
5899,"Sara Airport","Pentecost Island",-15.4708,168.152,5899|,80.0
7895,"Playon Chico","Playon Chico",9.303333,-78.236111,7895|,80.0
995,"Praslin","Praslin",-4.319292,55.691417,995|9523|,80.0
2743,"El Embrujo","Providencia",13.356944,-81.35833,2743|,80.0
7962,"Puerto Obaldia","Puerto Obaldia",8.68333,-77.5333,7962|,80.0
8240,"Redencao Airport","Redencao",-8.033333,-49.98,8240|,80.0
6058,"CapitĂˇn Av. Selin Zeitun Lopez Airport","Riberalta",-11.0,-66.0,6058|,80.0
5877,"Rotuma Airport","Rotuma",-12.4825,177.071,5877|,80.0
5842,"Aerotortuguero Airport","Roxana",10.569,-83.5148,5842|,80.0
5809,"Salt Cay Airport","Salt Cay",21.333,-71.2,5809|,80.0
5896,"Sangafa Airport","Sangafa",-17.0903,168.343,5896|,80.0
8243,"Sao Felix do Araguaia Airport","Sao Felix do Araguaia",-11.6325,-50.689444,8243|,80.0
5909,"Tongoa Island Airport","Tongoa Island",-16.8911,168.551,5909|,80.0
2003,"Touho","Touho",-20.790028,165.259486,2003|,80.0
6783,"Sinop Airport","TR823",42.0158,35.0664,6783|,80.0
3030,"China Bay","Trinciomalee",8.538514,81.181853,3030|,80.0
145,"Tuktoyaktuk","Tuktoyaktuk",69.433334,-133.026389,145|,80.0
2632,"Rubem Berta","Uruguaiana",-29.782178,-57.038189,2632|,80.0
5911,"Valesdir Airport","Valesdir",-16.7961,168.177,5911|,80.0
5883,"Vanua Balavu Airport","Vanua Balavu",-17.269,-178.976,5883|,80.0
5463,"WhatĂ¬ Airport","WhatĂ¬",63.1317,-117.246,5463|,80.0
5438,"Alluitsup Paa Heliport","Alluitsup Paa",60.4644,-45.5778,5438|,48.0
5444,"Nanortalik Heliport","Nanortalik",60.14,-45.2317,5444|,48.0
5445,"Narsaq Heliport","Narsaq",60.9167,-46.0586,5445|,48.0
7901,"El Porvenir","El Porvenir",9.559167,-78.971111,7901|,40.0
5653,"Lodja Airport","Lodja",-3.417,23.45,5653|,40.0
8207,"Mulatupo Airport","Mulatupo",8.95,-77.75,8207|,40.0
6321,"Portland Airport","Portland",-38.3181,141.471,6321|,40.0
7374,"Confresa Airport","Santa Terezinha",-10.47,-50.502778,7374|,40.0
7369,"Campo Alegre Airport","Santana do Araguaia",-9.505,-50.625,7369|,40.0
8241,"Sao Felix do Xingu Airport","Sao Felix do Xingu",-6.641389,-51.952222,8241|,40.0
4125,"Utila Airport","Utila",16.091667,-86.8875,4125|,40.0
7642,"Tasiilaq","Angmagssalik",65.612222,-37.618333,7642|,24.0
10,"Thule Air Base","Thule",76.531203,-68.703161,10|,24.0
8208,"Ittoqqortoormiit Heliport","Ittoqqortoormiit",70.485278,-21.966667,8208|,10.0
4264,"Monaco","Monaco",43.733333,7.416667,4264|,10.0
4275,"Bowerman Field",10140,46.971194,-123.936556,4275|,0.0
3802,"Holloman Afb",10460,32.852519,-106.106525,3802|5717|,0.0
9410,"Lebanon State",10540,44.3179,-122.5577,9410|,0.0
3574,"Alice Intl",10860,27.740889,-98.026944,3574|,0.0
3635,"Altus Afb",11060,34.667067,-99.266681,3635|,0.0
9414,"Jimmy Carter Regional",11140,32.0665,-84.1133,9414|,0.0
8553,"Tri-State Steuben County Airport",11420,41.639698,-85.083493,8553|,0.0
3485,"Anniston Metro",11500,33.588167,-85.858111,3485|,0.0
3654,"Ardmore Muni",11620,34.300833,-97.008889,3654|,0.0
6917,"Antonio Juarbe Pol Airport",11640,18.451111,-66.675556,6917|,0.0
8536,"Ashland County Airport",11740,40.902972,-82.255639,8536|,0.0
8543,"Germack Airport",11780,41.777832,-80.90398,8543|,0.0
7085,"Astoria Regional Airport",11820,46.157972,-123.878694,7085|,0.0
9412,"Sabetha Municipal",11860,39.5425,-95.4677,9412|,0.0
7907,"Ohio University Airport",11900,39.211893,-82.229255,7907|,0.0
7984,"McMinn Co",11940,35.39919,-84.56177,7984|,0.0
8215,"Decatur County Industrial Air Park",12460,30.971598,-84.636928,8215|,0.0
8493,"Tri-County Regional Airport",12660,43.211667,-90.181667,8493|8524|,0.0
3606,"Edward F Knapp State",12740,44.203503,-72.562328,3606|,0.0
8560,"Genesee County Airport",12860,43.03175,-78.169667,8560|,0.0
8559,"Brooks Field Airport",12980,42.251193,-84.955444,8559|,0.0
3522,"Palacios Muni",13060,28.727508,-96.250958,3522|,0.0
7655,"Monroe County Airport",14020,39.146021,-86.616681,7655|,0.0
6128,"Mercer County Airport",14140,37.2958,-81.2077,6128|,0.0
3523,"Arkansas Intl",14180,35.964347,-89.943956,3523|,0.0
8854,"Boulder Municipal",14500,40.039444,-105.225833,8854|,0.0
7848,"Bowling Green-Warren County Regional Airport",14540,36.964528,-86.419667,7848|,0.0
6445,"Bremerton National",14740,47.490244,-122.764814,6445|8049|9525|,0.0
3579,"Igor I Sikorsky Mem",14860,41.163472,-73.126167,3579|7044|8286|,0.0
6127,"Brookings Regional Airport",15100,44.3048,-96.8169,6127|,0.0
7007,"KBWD",15220,31.793611,-98.9565,7007|,0.0
8557,"Port Bucyrus-Crawford County Airport",15340,40.781556,-82.974806,8557|,0.0
7859,"Burlington-Alamance Regional Airport",15500,36.048543,-79.474889,7859|,0.0
8808,"Tom B. David Field Airport",15660,34.45545,-84.939162,8808|,0.0
3521,"Patuxent River Nas",15680,38.285981,-76.411781,3521|,0.0
6889,"Cambridge Municipal Airport",15740,39.975028,-81.577583,6889|,0.0
8304,"Polk County Airport - Cornelius Moore Field",16340,34.018694,-85.146472,8304|,0.0
9408,"Chehalis-Centralia",16500,46.4062,-122.5897,9408|,0.0
9307,"Mattoon Amtrak",16660,39.4828,-88.3759,9307|,0.0
3519,"Campbell Aaf",17300,36.668567,-87.496183,3519|8763|,0.0
8636,"Martin Campbell Field Airport",17420,35.015806,-84.346833,8636|8793|,0.0
8655,"Clinton Municipal",17540,41.83075,-90.328972,8655|,0.0
3834,"Cannon Afb",17580,34.382775,-103.322147,3834|4223|,0.0
9189,"Pappy Boyington",17660,47.774306,-116.819583,9189|,0.0
8624,"Branch County Memorial Airport",17740,41.933569,-85.052294,8624|,0.0
4268,"Concord Municipal",18180,43.20267,-71.50233,4268|,0.0
8117,"Crisp County Cordele Airport",18380,31.988833,-83.773917,8117|,0.0
8809,"Habersham County Airport",18460,34.499848,-83.55667,8809|,0.0
9488,"Corvallis Muni",18700,44.5067,-123.2915,9488|,0.0
8474,"Greater Cumberland Rgnl.",19060,39.615278,-78.760556,8474|,0.0
8299,"Dalton Municipal Airport",19140,34.722944,-84.87025,8299|,0.0
9191,"Vermilion Regional",19180,40.199694,-87.595528,9191|,0.0
8460,"Jack Edwards Airport",19300,30.289639,-87.671778,8460|,0.0
8794,"Mark Anton Airport",19420,35.48625,-84.931083,8794|,0.0
3483,"Laughlin Afb",19620,29.359486,-100.777975,3483|3792|,0.0
3786,"Beauregard Rgnl",19760,30.831722,-93.339917,3786|,0.0
9415,"Weedon Field",20020,31.5708,-85.0774,9415|,0.0
8273,"Douglas Municipal Airport",20060,31.476739,-82.860566,8273|,0.0
